-1.48463e-21  1.42251e-20         9.81            0 -2.46264e-41            0 
    -6.55422     -5.19378      8.94464      1.08687      1.05654    -0.522185 
     8.52011      10.2569      8.39302     0.999866     0.550216     0.510951 
   -0.438878     -1.92205      4.17854     0.877316    -0.938164    -0.301717 
    -14.2961      5.10574      9.22184     0.527521      3.25267    -0.137557 
     1.51051     -0.76757    -0.946624      1.28936     -1.04868     0.917795 
    -3.54269      1.06496     -0.73065    -0.656414   -0.0165727    -0.292005 
     -3.0977     0.959628      4.93985     -0.33567      1.30993     0.140469 
     10.5163     -4.40442      3.95278    0.0104163      1.55302    -0.034323 
     13.3269     -12.1408     0.128025    0.0740817       0.8757    0.0673109 
     13.0999     -7.80703        2.941    -0.351626     -1.21066    -0.335483 
     13.1267     -2.67494      4.00772    -0.666247     -2.53088    -0.519845 
     9.10445      1.74816      4.21576      -1.1723     -4.62946    -0.867737 
      15.865      5.13987      51.2565     0.982886     -8.33146     -2.76903 
    0.950101     0.539745      1.00755     -0.57952    0.0642812    0.0251011 
     7.74821      -2.6904      13.1394     0.538163    -0.440357    -0.155395 
    0.450889     0.409511      7.54759    0.0597254   -0.0380034    0.0180464 
     1.37837      4.70958      1.89941    -0.428861     0.586378     0.527014 
     4.56169     -5.17722      4.95818    -0.743628     0.757399      1.49339 
     1.10476      4.33483      4.48177    -0.802882     0.537959     0.908474 
   -0.827961      4.55895      5.94456      -1.2117     0.475091      0.36857 
    -5.07649      5.36602       6.6019     -1.12227     0.433222     0.462744 
    -11.4812      4.66211       7.0387    -0.320531     0.386179       0.2219 
    -9.88081      9.48687      1.11407     0.715277     0.475286    -0.579233 
    -3.33611      9.81274      2.14032      3.14029     0.410643      -1.4904 
     4.39573      9.75185      9.37369      5.55965     0.232348    -0.969151 
    -0.95529      2.06363     0.130876      8.65374     -3.67667     0.976013 
    -14.1026      4.87757      40.5671        1.833     -1.19176     0.234371 
     1.17344    -0.174753      6.42444     0.611794     0.724521     0.307545 
     1.84669     0.728107      7.16207    -0.118765     0.057997     0.575374 
     3.20824     0.790697      9.26399   -0.0702333     0.255511     0.684638 
     6.04258     -3.43623      3.44468    -0.595424     0.929872     0.976732 
     1.47728      1.48489      3.22689    -0.500515      1.18082    -0.643145 
     13.6497     -4.38231      3.54401  -0.00541234      1.55273   -0.0612937 
     11.9816     -11.4035     0.178664    0.0216802       0.7215    -0.256303 
     9.96856     -10.6093      11.3004    -0.542131     -1.68354    -0.646846 
     14.3822     -8.47636      2.93135    -0.578936     -2.21436    -0.270004 
     17.2214      7.56256      10.6045    -0.878327     -4.49687    -0.928268 
     24.9418     -2.02971      51.0058      2.48682     -7.74915     -2.46011 
     4.21148      3.34498      6.37955    -0.601355     0.520693    0.0950102 
     1.98065      -1.5236      7.60322    0.0964162   -0.0605507  -0.00900587 
    0.253706    -0.843006      9.37765  -0.00696833   -0.0288412    0.0191103 
     1.00107      5.20792      1.87991    -0.433574     0.606654     0.618563 
       4.321     -4.59404      4.50046    -0.724409     0.731317      1.48691 
     1.89409      5.60497      4.43017     -0.87552     0.571311     0.413986 
    -1.80295      3.89879      5.92631     -1.06846      0.54317      0.58638 
    -5.43099      6.07647      6.22542     -1.06682     0.379447     0.469911 
    -14.6394      9.85597      14.4747    -0.346656     0.318105     0.305031 
