-2.25947e-20 -7.21764e-24         9.81            0  2.07392e-43            0 
   -0.174737      0.10257   -0.0969592    -0.939349       0.1163    0.0234745 
     -4.5516      1.13955       13.855      4.16537      6.41752  -0.00646076 
     3.48625    -0.114846     0.238725     -3.73042     -2.54948      2.08302 
    -5.47943     0.239679      8.91702      1.06894     0.517912     0.137546 
      1.6623      1.15211      3.35115     -1.63974     -1.09041     0.105353 
     3.79961      2.39516      8.83785    -0.367927     -2.10387      -1.4072 
     8.59272     -2.00689      31.8975     0.723531    -0.016953     0.146642 
    -0.81501    -0.397749      6.93386    -0.371066     0.648128    -0.211836 
     5.83534      2.15853      1.15595   -0.0122584     0.616615    -0.155121 
     4.41939     0.826287    -0.263275    0.0499805     0.835847    -0.689777 
     3.90451      1.06585   -0.0739576   -0.0842176       1.2779    -0.871793 
     8.95057      6.80293      6.19584     0.739661     -2.19965   -0.0135376 
     8.59866      4.09683      6.17398    -0.255771     -1.31781    -0.986155 
     17.0533      6.38301      6.83745     0.339627     -3.44444      1.39602 
     1.44849    0.0205352      7.40266     0.398043     -6.02269     0.603832 
     21.4825      3.67906      9.32497     0.336061     -1.45008      0.44021 
      18.805     -2.54081      7.95802     0.817526     -1.70543     0.127383 
   -0.361504    0.0284873      17.4775    -0.172525     -1.07445     0.264182 
    -5.35555     -5.12737      31.6258    -0.502377    -0.153298     0.437769 
      2.9018      1.32801      12.1226    0.0974488     0.667359   -0.0417349 
     1.41132      1.65059      17.8745    -0.225188       1.7822    -0.150608 
     2.66766      2.00092      11.3351    -0.135588      1.59394   -0.0733865 
     1.93913      1.88938      11.4014   -0.0589366       1.5753   -0.0852478 
    0.884714      1.61982      11.0887    -0.163195      1.35996   -0.0987517 
   -0.786379     0.224975      5.16926    -0.321293     -3.28646     0.109225 
     0.66592      4.25993      18.8133    -0.479404     -2.24965     0.351536 
    -11.2179      4.26044      10.6434   -0.0660644     -1.61375     0.708282 
    -4.43487     0.732642        9.062    0.0970415     -2.22369      1.54932 
    -2.68393    -0.306336       6.5269     0.333034     -1.66609      1.90954 
    -3.49593     -1.08315      5.18937     0.399485      1.25194      1.43768 
    -3.92727     -7.67082      15.1293      2.74615      4.31699    -0.479773 
    -1.75878     0.286958    -0.264516     0.489985      2.08805      -0.2727 
    -0.59371      6.26792      25.8473     -1.22639       1.3863    -0.120707 
    -1.79749      1.01211      11.2141     -1.36814     0.337245   -0.0745842 
   -0.414692      -0.4304      5.33114     0.687867     -1.42035     0.372723 
    -1.05829      1.16135      20.0758    -0.426728      1.05438    -0.112037 
    -0.56158     0.541552      8.81508    0.0384662     0.108798  0.000827073 
   -0.166812      1.48209      8.13246    0.0428265    0.0229357  -0.00581768 
     1.30353     0.636272      8.38339    0.0359091      0.03222    -0.032929 
     6.07627      2.59193       7.1275    0.0236467   -0.0289786     -0.74303 
     4.56046     0.309999      1.06757     0.161193     0.438982    -0.672721 
     4.84201      1.12248      1.18099     0.184299     0.447905    -0.214569 
     6.80602      1.49286       1.2091    -0.097702     0.467219    -0.345222 
     5.89064      1.59747     0.627639     0.328411     0.710038     -1.05578 
     2.74355     0.375435    -0.497067      0.27415     0.726534     -1.08421 
     3.49126       2.7814      1.72376     0.741248      -1.1779    -0.559348 
     13.0965      10.9644      8.63335     0.295307      -1.7531    -0.257996 
     18.2607      6.73544      8.35932    -0.199954     -2.08533     0.175517 
     5.81234      1.63086      5.91836     0.168582     -3.25961    0.0360603 
      -1.773      5.23333      6.89674     0.979139     -6.10981      2.51035 
     16.8951     0.946297      22.0236     0.936008     0.896578     0.276459 
      6.8047      3.10605      9.07878   -0.0780605      1.57485    0.0159186 
     4.24734     0.290604      10.8418    -0.467647      1.45118    -0.172262 
     1.92125      1.40119      13.1493   -0.0838929     -1.11707       0.1148 
     17.9715      15.1487      38.7485     -1.28041     0.107624   -0.0777412 
    -1.19889    -0.784612       19.713     0.503434     -1.67558    0.0131681 
   -0.504577      1.89945      10.9591     0.062451    -0.777832    0.0978428 
  -0.0711315      1.97516      10.7662    0.0482291    -0.914521     0.118842 
     3.55498     0.588272      10.5931    -0.160234      0.80621      1.52099 
    -5.68972      1.70965      9.54982   -0.0370403     0.854512      0.33371 
    -12.1314      2.17327      8.41261    0.0283505      2.17299      1.54796 
    -6.10676      1.42625      5.70899    0.0278357      1.49712     0.721253 
   -0.740395     0.663914    -0.843668     -1.41302     0.505174    -0.076153 
    -5.87341      2.67191      3.99727      1.21722    -0.374132     0.212664 
    -9.53994      1.72772      13.3721    -0.677479     -2.57138   -0.0266506 
    -11.1277    -0.152706      9.17677    -0.100086    -0.716124    0.0247771 
    -12.1939     0.265369      8.07089    0.0558819     0.250244      0.15909 
      -12.71    -0.131759      7.48523     0.529102      2.22938     0.479943 
    -5.13078    -0.947566      6.52324    0.0374201     0.103227    0.0156445 
    -5.60668    -0.254994      6.46796    0.0484934     0.186188    0.0929632 
    -2.97151    -0.687895      6.10343     0.106318     0.395984    0.0455052 
    -3.80627      2.04145      12.4849      -0.2982      0.28974    -0.126953 
    0.188564    0.0557463      8.72308    0.0528286    0.0307803   0.00795694 
